timestamp,pid,core,frequency(MHz)
CPU core and frequency monitoring started for PID 547731
1753420928.376045411,547731,2,3500.322
1753420928.886805502,547731,3,3499.567
1753420929.396832865,547731,2,3499.828
1753420929.907107404,547731,2,3498.682
1753420930.416965024,547731,2,3500.103
1753420930.927062957,547731,2,3499.946
1753420931.437352248,547731,2,3499.805
1753420931.947380274,547731,2,3500.369
1753420932.457627774,547731,2,3499.832
1753420932.967696284,547731,2,3499.519
1753420933.478103130,547731,2,3499.284
1753420933.988320757,547731,2,3500.048
1753420934.498611322,547731,2,3499.465
1753420935.008732240,547731,3,3500.379
1753420935.519002962,547731,3,3498.236
1753420936.029217644,547731,3,3493.194
1753420936.539382889,547731,3,3495.814
1753420937.049565839,547731,3,3498.180
1753420937.559758353,547731,3,3498.226
1753420938.069915717,547731,3,3499.585
1753420938.580288322,547731,3,3497.684
1753420939.090874212,547731,3,3499.252
1753420939.601122681,547731,3,3500.135
1753420940.111471677,547731,3,3500.381
1753420940.621817096,547731,3,3500.277
1753420941.132080661,547731,3,3498.022
1753420941.642354008,547731,3,3499.406
1753420942.152632010,547731,3,3499.209
1753420942.664885576,547731,3,3499.997
1753420943.175191387,547731,3,3498.426
1753420943.685574774,547731,3,3498.685
1753420944.195602818,547731,2,3499.912
1753420944.705702031,547731,2,3499.607
1753420945.215820230,547731,2,3499.869
1753420945.725981496,547731,2,3498.713
1753420946.236198991,547731,2,3499.997
1753420946.746408151,547731,2,3499.471
1753420947.256581650,547731,2,3499.311
1753420947.766650254,547731,3,3500.209
1753420948.276684664,547731,3,3499.905
1753420948.786960756,547731,3,3499.826
1753420949.296998599,547731,3,3500.736
1753420949.807285749,547731,3,3499.886
1753420950.317380230,547731,3,3497.910
1753420950.827500274,547731,3,3498.860
1753420951.337620024,547731,3,3498.900
1753420951.848017888,547731,3,3499.597
1753420952.358277094,547731,3,3499.881
1753420952.868539163,547731,3,3499.997
1753420953.378797673,547731,3,3498.407
1753420953.889068690,547731,1,3498.664
1753420954.400313752,547731,2,3500.209
1753420954.911392884,547731,2,3499.193
1753420955.422173850,547731,2,3499.997
1753420955.933340287,547731,2,3499.053
1753420956.444148939,547731,2,3499.962
1753420956.954972366,547731,2,3499.927
1753420957.466066302,547731,2,3499.822
1753420957.976779980,547731,2,3499.437
1753420958.487825504,547731,2,3499.787
1753420958.998975826,547731,2,3500.174
1753420959.510245265,547731,2,3500.067
1753420960.021041781,547731,2,3500.274
1753420960.532335287,547731,2,3500.244
1753420961.043039157,547731,2,3500.102
1753420961.554247058,547731,2,3500.102
1753420962.064567850,547731,2,3499.258
1753420962.575776908,547731,2,3499.651
1753420963.087008545,547731,2,3500.102
1753420963.601837274,547731,2,3499.927
1753420964.115428502,547731,1,3499.928
1753420964.626146218,547731,0,3500.068
1753420965.136516016,547731,0,3500.032
1753420965.646952248,547731,0,3499.892
1753420966.157170716,547731,0,3499.435
1753420966.669458033,547731,0,3499.582
1753420967.180242798,547731,0,3500.137
1753420967.691857612,547731,0,3500.280
1753420968.202808879,547731,0,3500.277
1753420968.714017178,547731,0,3499.997
1753420969.225389029,547731,0,3499.298
1753420969.736340133,547731,0,3499.892
1753420970.247644066,547731,0,3499.263
1753420970.758628604,547731,0,3499.927
1753420971.269733169,547731,0,3499.204
1753420971.780397697,547731,0,3499.506
1753420972.291263236,547731,0,3499.893
1753420972.801632720,547731,0,3499.857
1753420973.312247221,547731,0,3499.962
1753420973.822919596,547731,0,3499.479
1753420974.333777577,547731,1,3499.787
1753420974.844518658,547731,0,3499.717
1753420975.355162357,547731,0,3499.299
1753420975.865637685,547731,0,3499.090
1753420976.376124762,547731,0,3499.612
1753420976.886872097,547731,0,3499.997
1753420977.397790149,547731,0,3500.102
1753420977.908556042,547731,0,3500.032
1753420978.419141106,547731,0,3499.755
1753420978.930051921,547731,0,3500.382
1753420979.440620402,547731,0,3499.514
1753420979.951797489,547731,1,3500.487
1753420980.462259733,547731,0,3499.997
1753420980.972866402,547731,0,3499.201
1753420981.483444318,547731,0,3499.647
1753420981.994121272,547731,1,3500.172
1753420982.504603269,547731,1,3499.442
1753420983.015815292,547731,1,3499.473
1753420983.526738688,547731,1,3500.452
1753420984.037240725,547731,1,3499.577
1753420984.548159549,547731,1,3500.067
1753420985.059011343,547731,0,3500.452
1753420985.569459461,547731,0,3499.168
1753420986.080079024,547731,0,3499.682
1753420986.590810644,547731,0,3500.446
1753420987.101268886,547731,0,3499.472
1753420987.611656761,547731,0,3499.539
1753420988.122367237,547731,1,3499.717
1753420988.633210638,547731,1,3499.928
1753420989.143982667,547731,1,3500.138
1753420989.654753746,547731,1,3499.822
1753420990.165430289,547731,1,3499.613
1753420990.676312347,547731,0,3499.432
1753420991.187027641,547731,0,3499.857
1753420991.697799578,547731,0,3499.513
1753420992.208492054,547731,0,3499.822
1753420992.719161618,547731,0,3499.683
1753420993.229919080,547731,0,3500.277
1753420993.740763769,547731,0,3500.207
1753420994.251853609,547731,0,3500.032
1753420994.762723225,547731,0,3499.227
1753420995.273537492,547731,0,3500.523
1753420995.784381936,547731,0,3500.343
1753420996.295306870,547731,0,3500.137
1753420996.806221517,547731,0,3499.892
1753420997.316922777,547731,0,3499.647
1753420997.827383653,547731,0,3499.787
1753420998.338124234,547731,0,3499.752
1753420998.849073298,547731,0,3500.316
1753420999.359709824,547731,0,3500.493
1753420999.870645945,547731,0,3500.873
1753421000.381405466,547731,0,3499.752
1753421000.892226188,547731,0,3500.204
1753421001.403099130,547731,0,3499.787
1753421001.913921587,547731,0,3499.051
1753421002.424634193,547731,0,3500.697
1753421002.935045472,547731,0,3498.906
1753421003.445705278,547731,0,3499.822
1753421003.956515727,547731,0,3499.752
1753421004.467345156,547731,1,3499.194
1753421004.978257388,547731,0,3500.102
1753421005.489146838,547731,0,3500.452
1753421006.000016386,547731,1,3500.280
1753421006.510664252,547731,1,3499.822
1753421007.021197984,547731,1,3499.857
1753421007.532033572,547731,1,3499.787
1753421008.042495774,547731,1,3499.647
1753421008.553136887,547731,1,3499.717
1753421009.063634396,547731,1,3499.543
1753421009.573992407,547731,1,3499.752
1753421010.084779778,547731,1,3499.962
1753421010.595731765,547731,1,3500.277
1753421011.106132535,547731,0,3499.124
1753421011.616736202,547731,0,3500.209
1753421012.127254640,547731,0,3499.857
1753421012.637652825,547731,0,3499.543
1753421013.148281526,547731,0,3499.473
1753421013.659150453,547731,0,3499.298
1753421014.172199807,547731,0,3499.542
1753421014.683015793,547731,0,3500.242
1753421015.193848184,547731,0,3500.312
1753421015.704613307,547731,0,3499.717
1753421016.215242786,547731,0,3499.613
1753421016.726117682,547731,1,3499.857
1753421017.236510946,547731,1,3499.787
1753421017.747170890,547731,1,3498.950
1753421018.257655196,547731,1,3500.208
1753421018.768213582,547731,1,3499.892
1753421019.278788992,547731,1,3499.857
1753421019.789369543,547731,1,3498.768
1753421020.300086645,547731,1,3499.927
1753421020.810427907,547731,1,3500.207
1753421021.320731238,547731,1,3499.683
1753421021.831417866,547731,1,3499.962
1753421022.342118297,547731,1,3499.752
1753421022.852511160,547731,1,3499.444
1753421023.363091763,547731,1,3499.652
1753421023.873597755,547731,1,3499.578
1753421024.383942385,547731,1,3499.019
1753421024.894678204,547731,1,3499.787
1753421025.405104687,547731,1,3499.755
1753421025.915727416,547731,1,3499.857
1753421026.426210442,547731,1,3499.408
1753421026.936696199,547731,1,3499.787
1753421027.447216646,547731,1,3499.717
1753421027.957593270,547731,1,3500.032
1753421028.467925746,547731,1,3499.651
1753421028.978435429,547731,1,3499.927
1753421029.489354406,547731,1,3499.647
1753421030.000361174,547731,1,3500.207
1753421030.511490625,547731,1,3499.158
1753421031.022184086,547731,0,3500.067
1753421031.532678731,547731,0,3499.787
1753421032.043324385,547731,0,3499.927
1753421032.553918372,547731,0,3499.682
1753421033.064701347,547731,0,3499.718
1753421033.575317971,547731,0,3499.686
1753421034.085885336,547731,0,3499.578
1753421034.596423488,547731,0,3499.752
1753421035.106791769,547731,0,3499.822
1753421035.617558998,547731,0,3499.228
1753421036.128333736,547731,0,3499.752
1753421036.639394011,547731,0,3500.067
1753421037.150492026,547731,0,3500.277
1753421037.661728634,547731,0,3499.374
1753421038.172622576,547731,1,3499.752
1753421038.683404845,547731,1,3500.207
1753421039.194281296,547731,1,3499.368
1753421039.705453893,547731,1,3499.432
1753421040.216307007,547731,1,3500.592
1753421040.727495084,547731,1,3499.789
1753421041.238735731,547731,1,3499.787
1753421041.749536112,547731,1,3500.242
1753421042.260214612,547731,1,3500.281
1753421042.770944865,547731,1,3499.927
1753421043.281819771,547731,1,3499.612
1753421043.792896070,547731,1,3500.102
1753421044.304154150,547731,0,3500.138
1753421044.815266617,547731,0,3500.205
1753421045.326240569,547731,0,3500.102
1753421045.836978629,547731,0,3499.263
1753421046.348039492,547731,1,3500.592
1753421046.859212825,547731,1,3500.067
1753421047.370335831,547731,1,3499.856
1753421047.881408734,547731,1,3499.822
1753421048.392278823,547731,1,3500.067
1753421048.903078406,547731,1,3499.962
1753421049.413947253,547731,1,3499.612
1753421049.924722823,547731,1,3499.682
1753421050.435636705,547731,1,3499.413
1753421050.946385525,547731,0,3500.697
1753421051.457380144,547731,0,3499.892
1753421051.968443004,547731,0,3499.822
1753421052.479240653,547731,1,3499.547
1753421052.990234308,547731,0,3499.962
1753421053.501038923,547731,0,3499.822
1753421054.012075596,547731,1,3500.557
1753421054.522809902,547731,1,3499.508
1753421055.033499106,547731,1,3499.682
1753421055.543904779,547731,1,3499.613
1753421056.054567563,547731,1,3499.893
1753421056.565249413,547731,1,3499.822
1753421057.075748987,547731,1,3499.962
1753421057.586602248,547731,1,3499.542
1753421058.097224242,547731,1,3499.682
1753421058.607782730,547731,1,3499.682
1753421059.118391696,547731,1,3499.473
1753421059.628821780,547731,1,3499.651
1753421060.139673027,547731,1,3499.822
1753421060.650276557,547731,1,3499.374
1753421061.161015263,547731,1,3499.962
1753421061.671481422,547731,1,3499.578
1753421062.182171779,547731,1,3499.444
1753421062.692540944,547731,1,3499.891
1753421063.203362922,547731,0,3499.403
1753421063.714118326,547731,0,3499.962
1753421064.224934568,547731,0,3499.752
1753421064.735463553,547731,0,3499.682
1753421065.246133225,547731,0,3499.787
1753421065.756462481,547731,0,3499.648
1753421066.266936719,547731,0,3500.171
1753421066.777622275,547731,0,3500.067
